ctag	ch	ch_female
CHELP_SQUAD_COMBO2	[XX}You can also filter the list by player position to make it easier to compare players.	[XX}You can also filter the list by player position to make it easier to compare players.
CHELP_SQUAD_FITNESSPTS	[XX}Use FITNESS POINTS to increase a player's ENERGY. Players with low ENERGY will run slower during a match and will suffer a negative impact on their SKILLS.	[XX}Use FITNESS POINTS to increase a player's ENERGY. Players with low ENERGY will run slower during a match and will suffer a negative impact on their SKILLS.
CHELP_SQUAD_FORMATION	[XX}View and adjust your team FORMATION here.	[XX}View and adjust your team FORMATION here.
CHELP_SQUAD_MEETING	[XX}You can improve a player's HAPPINESS by having a positive meeting with them.	[XX}You can improve a player's HAPPINESS by having a positive meeting with them.
CHELP_SQUAD_PROFILE	[XX}The PROFILE button brings up more details on this player.	[XX}The PROFILE button brings up more details on this player.
CHELP_SQUAD_SKILLPTS	[XX}You can spend SKILL POINTS to increase player SKILLS and their overall RATING.	[XX}You can spend SKILL POINTS to increase player SKILLS and their overall RATING.
CHELP_SQUAD_SQUAD	[XX}This is your squad of players. If you highlight a player you will see a new menu. Use the HELP button again when that menu is displayed for more information.	[XX}This is your squad of players. If you highlight a player you will see a new menu. Use the HELP button again when that menu is displayed for more information.
CHELP_SQUAD_SWAP	[XX}Press the SWAP button then select a different player to swap their position in the squad.	[XX}Press the SWAP button then select a different player to swap their position in the squad.
CHELP_SQUAD_TEAMWORKPTS	[XX}TEAMWORK POINTS can be used to improve a player's HAPPINESS. An unhappy player won't play to his full potential and angry players are more likely to get booked or sent off during a match.	[XX}TEAMWORK POINTS can be used to improve a player's HAPPINESS. An unhappy player won't play to his full potential and angry players are more likely to get booked or sent off during a match.
CHELP_STAFF_ASSISTANT	[XX}Your assistant can handle some of your management tasks such as picking the team and various other things that haven't been decided yet. You will also be able to level up your staff at some point.	[XX}Your assistant can handle some of your management tasks such as picking the team and various other things that haven't been decided yet. You will also be able to level up your staff at some point.
CHELP_STAFF_COACH	[XX}You can hire coaches who along with your assistant will train your players. If you want to fire a member of staff you will need to pay compensation.	[XX}You can hire coaches who along with your assistant will train your players. If you want to fire a member of staff you will need to pay compensation.
CHELP_STAFF_COACHING	[XX}You can assign your coaches specific roles here or head over to the coaching screen for more detail.	[XX}You can assign your coaches specific roles here or head over to the coaching screen for more detail.
CHELP_STAFF_SCOUT	[XX}You will need to hire a scout if you want to purchase new players. Scouts will present players for your evaluation.	[XX}You will need to hire a scout if you want to purchase new players. Scouts will present players for your evaluation.
CHELP_STAFF_STATS	[XX}Your assistant and coaches all have ratings for SKILL, FITNESS and YOUTH. These ratings determine how quickly they generate coaching points or develop youth academy players.	[XX}Your assistant and coaches all have ratings for SKILL, FITNESS and YOUTH. These ratings determine how quickly they generate coaching points or develop youth academy players.
CHELP_STAFFHIRE_LIST	[XX}This is a list of available staff. Pay close attention to their abilities and signing fee, and bear in mind that abilities decline steadily after the age of 50. All staff retire at the age of 65.	[XX}This is a list of available staff. Pay close attention to their abilities and signing fee, and bear in mind that abilities decline steadily after the age of 50. All staff retire at the age of 65.
Choose Ball	[XX}Choose Ball	[XX}Choose Ball
Choose Club	[XX}Choose Club	[XX}Choose Club
Choose Nations	[XX}Choose Nations	[XX}Choose Nations
CMESSAGE_TRAINING_COMPLETE	[XX}Training complete.	[XX}Training complete.
CMESSAGE_TRAINING_HEADING_PASS	[XX}Hit the target dummy with a header.	[XX}Hit the target dummy with a header.
CMESSAGE_TRAINING_HEADING_SHOOT	[XX}Score a goal from a header.	[XX}Score a goal from a header.
CMESSAGE_TRAINING_PACE	[XX}Dribble between the poles before the timer runs out.	[XX}Dribble between the poles before the timer runs out.
CMESSAGE_TRAINING_SETPIECE_CORNER	[XX}Hit a target dummy from a corner kick.	[XX}Hit a target dummy from a corner kick.
CMESSAGE_TRAINING_SETPIECE_PASS1	[XX}Hit the target dummy using a manual kick.	[XX}Hit the target dummy using a manual kick.
CMESSAGE_TRAINING_SETPIECE_PASS2_BOUNCE	[XX}The first bounce of the ball must be inside the target zone.	[XX}The first bounce of the ball must be inside the target zone.
CMESSAGE_TRAINING_SETPIECE_PASS2_STOP	[XX}Put the ball into the target zone using a manual kick. The ball must stay in the zone.	[XX}Put the ball into the target zone using a manual kick. The ball must stay in the zone.
CMESSAGE_TRAINING_SETPIECE_PENALTY	[XX}Score from the penalty kick.	[XX}Score from the penalty kick.
CMESSAGE_TRAINING_SETPIECE_SHOOT	[XX}Score directly from the free kick.	[XX}Score directly from the free kick.
CMESSAGE_TRAINING_SHOOTING1	[XX}Beat the keeper!	[XX}Beat the keeper!
CMESSAGE_TRAINING_SHORTPASSING1	[XX}$playername must complete $num passes.	[XX}$playername must complete $num passes.
CMESSAGE_TRAINING_STRENGTH1	[XX}Score a goal from distance.	[XX}Score a goal from distance.
CMESSAGE_TUTORIAL_COMPLETE	[XX}Congratulations! You have received your coaching badge and can now manage a lower league team!	[XX}Congratulations! You have received your coaching badge and can now manage a lower league team!
CMESSAGE_TUTORIAL_DRIBBLE1	[XX}Great! Now let's learn how to kick the ball! To dribble you need to tap a blank area on the pitch near your player.	[XX}Great! Now let's learn how to kick the ball! To dribble you need to tap a blank area on the pitch near your player.
CMESSAGE_TUTORIAL_DRIBBLE1b	[XX}That was a long kick! Try keeping it near to your man.	[XX}That was a long kick! Try keeping it near to your man.
CMESSAGE_TUTORIAL_DRIBBLE2	[XX}Perfect. Try knocking the ball like this $num times.	[XX}Perfect. Try knocking the ball like this $num times.
CMESSAGE_TUTORIAL_KICK1	[XX}Players can perform a manual kick which you'll need for long shots or passes. Touch the player with the ball and drag to bring up the kicking arrow.	[XX}Players can perform a manual kick which you'll need for long shots or passes. Touch the player with the ball and drag to bring up the kicking arrow.
CMESSAGE_TUTORIAL_KICK2	[XX}Touch the ball in the centre to kick it straight.	[XX}Touch the ball in the centre to kick it straight.
CMESSAGE_TUTORIAL_PAN	[XX}If you want to see part of the pitch that is out of view just touch a blank area of grass and drag.	[XX}If you want to see part of the pitch that is out of view just touch a blank area of grass and drag.
CMESSAGE_TUTORIAL_PASS1	[XX}Ok, let's try passing the ball.|Tap a different player to make a pass.	[XX}Ok, let's try passing the ball.|Tap a different player to make a pass.
CMESSAGE_TUTORIAL_PASS2	[XX}Excellent! Now go ahead and make $num more passes.	[XX}Excellent! Now go ahead and make $num more passes.
CMESSAGE_TUTORIAL_SCORE	[XX}That's it! Now score a goal past the keeper to complete your coaching course.	[XX}That's it! Now score a goal past the keeper to complete your coaching course.
CMESSAGE_TUTORIAL_SETRUN1	[XX}Superb! You can also draw paths for players without the ball. Touch a player and drag a path for him.	[XX}Superb! You can also draw paths for players without the ball. Touch a player and drag a path for him.
CMESSAGE_TUTORIAL_SETRUN2	[XX}That's it! Now try passing to that teammate by tapping where he is running to.	[XX}That's it! Now try passing to that teammate by tapping where he is running to.
CMESSAGE_TUTORIAL_THROUGHPASS	[XX}Nice! You can also tap empty space to encourage teammates to intercept the ball. Try passing to a teammate without touching him directly.	[XX}Nice! You can also tap empty space to encourage teammates to intercept the ball. Try passing to a teammate without touching him directly.
CMESSAGE_TUTORIAL_ZOOM	[XX}You can also zoom the view by placing 2 fingers on the screen and pinching in or out.	[XX}You can also zoom the view by placing 2 fingers on the screen and pinching in or out.
CNEW_FIRSTMANAGERCONTRACT	[XX}New Star FC have appointed $managername as manager. The official statement from the club reads "We have seen a procession of 'identikit' managers in recent times, but this one is a bit special. Welcome to New Star FC!"	[XX}New Star FC have appointed $managername as manager. The official statement from the club reads "We have seen a procession of 'identikit' managers in recent times, but this one is a bit special. Welcome to New Star FC!"
Coaching Points	[XX}Coaching Points	[XX}Coaching Points
Commentary Speed	[XX}Commentary Speed	[XX}Commentary Speed
commentary_Fast	[XX}Fast	[XX}Fast
commentary_Normal	[XX}Normal	[XX}Normal
commentary_Skip	[XX}Skip Action	[XX}Skip Action
commentary_Slow	[XX}Slow	[XX}Slow
commentary_SuperFast	[XX}Super Fast	[XX}Super Fast
Continentality	[XX}Continentality	[XX}Continentality
Debug_Seed	[XX}Enter Seed	[XX}Enter Seed
Drink	[XX}Drink	[XX}Drink
DUMM_LOCALE_CHARS_CAPS	[XX}ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789	[XX}ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789
Energy After Travelling	[XX}Energy After Travelling	[XX}Energy After Travelling
finances_Balance	[XX}Balance	[XX}Balance
finances_BuildingCosts	[XX}Building Costs	[XX}Building Costs
finances_Fee	[XX}Fee	[XX}Fee
finances_Finances	[XX}Finances	[XX}Finances
finances_GoalBonus	[XX}Goal Bonus	[XX}Goal Bonus
finances_In	[XX}In	[XX}In
finances_LastShopSales	[XX}Last Store Sales	[XX}Last Store Sales
finances_NoShop	[XX}No Store	[XX}No Store
finances_NoSponsor	没有赞助商	没有赞助商
finances_OtherCosts	[XX}Other Costs	[XX}Other Costs
finances_Out	[XX}Out	[XX}Out
finances_permatch	[XX}per match	[XX}per match
finances_PlayerPurchases	[XX}Player Purchases	[XX}Player Purchases
finances_PlayerSales	[XX}Player Sales	[XX}Player Sales
finances_PlayerWages	[XX}Player Wages	[XX}Player Wages
finances_Price	[XX}Price	[XX}Price
finances_Sell	[XX}Sell	[XX}Sell
finances_ShopSales	[XX}Store Sales	[XX}Store Sales
finances_SquadValue	[XX}Squad Value	[XX}Squad Value
finances_StaffWages	[XX}Staff Wages	[XX}Staff Wages
finances_Total	[XX}Total	[XX}Total
finances_TransferFees	[XX}Transfer Fees	[XX}Transfer Fees
finances_TravelCosts	[XX}Travel Costs	[XX}Travel Costs
finances_TVBonus	[XX}TV Bonus	[XX}TV Bonus
finances_WinBonus	[XX}Win Bonus	[XX}Win Bonus
Find a pair	[XX}Find a pair	[XX}Find a pair
Fitness Points	[XX}Fitness Points	[XX}Fitness Points
fitness_After	[XX}After	[XX}After
fitness_Before	[XX}Before	[XX}Before
fitness_Loss	[XX}Loss	[XX}Loss
fitness_Overall	[XX}Overall Fitness	[XX}Overall Fitness
focus_Attack	[XX}Attack	[XX}Attack
focus_Balanced	[XX}Balanced	[XX}Balanced
focus_Defend	[XX}Defend	[XX}Defend
focus_Focus	[XX}Focus	[XX}Focus
formation_Attacking	[XX}Attacking	[XX}Attacking
formation_Defending	[XX}Defending	[XX}Defending
formation_Preset	[XX}Preset	[XX}Preset
frequency_Occasionally	[XX}Occasionally	[XX}Occasionally
frequency_Often	[XX}Often	[XX}Often
frequency_Rare	[XX}Rarely	[XX}Rarely
frequency_Unlikely	[XX}Unlikely	[XX}Unlikely
gamemode_Arcade	[XX}Practice	[XX}Practice
gamemode_Career	[XX}Play	[XX}Play
Games We Like	[XX}Games We Like	[XX}Games We Like
gamesetting_Difficulty	[XX}Difficulty	[XX}Difficulty
gamesetting_Easy	[XX}Easy	[XX}Easy
gamesetting_Hard	[XX}Hard	[XX}Hard
gamesetting_Normal	[XX}Normal	[XX}Normal
GoldCardPackDescr	[XX}Gold Card Pack	[XX}Gold Card Pack
Hi-Score	[XX}Hi-Score	[XX}Hi-Score
Leaderboards	[XX}Leaderboards	[XX}Leaderboards
Leadership	[XX}Leadership	[XX}Leadership
leadership_Average	[XX}Average leadership qualities.	[XX}Average leadership qualities.
leadership_Excellent	[XX}Excellent leadership qualities.	[XX}Excellent leadership qualities.
leadership_Good	[XX}Good leadership qualities.	[XX}Good leadership qualities.
leadership_None	[XX}No leadership qualities.	[XX}No leadership qualities.
leadership_Poor	[XX}Poor leadership qualities.	[XX}Poor leadership qualities.
MEGA_CARD	[XX}MEGA CARD!!!	[XX}MEGA CARD!!!
MSGINSTANT_PERSON_MEETINGBAD1	[XX}MEETING¦Thanks a lot boss. Now I feel even worse!	[XX}MEETING¦Thanks a lot boss. Now I feel even worse!
MSGINSTANT_PERSON_MEETINGBAD2	[XX}MEETING¦Cheers for the meeting boss. Didn't help one bit.	[XX}MEETING¦Cheers for the meeting boss. Didn't help one bit.
MSGINSTANT_PERSON_MEETINGBAD3	[XX}MEETING¦I feel even worse after that meeting boss!	[XX}MEETING¦I feel even worse after that meeting boss!
MSGINSTANT_PERSON_MEETINGBAD4	[XX}MEETING¦What was the point of that meeting again boss?	[XX}MEETING¦What was the point of that meeting again boss?
MSGINSTANT_PERSON_MEETINGBAD5	[XX}MEETING¦Great chat boss. NOT!	[XX}MEETING¦Great chat boss. NOT!
Next Fitness Point	[XX}Next Fitness Point	[XX}Next Fitness Point
Next Match	[XX}Next Match	[XX}Next Match
Next Opponent	[XX}Next Opponent	[XX}Next Opponent
Next Skill Point	[XX}Next Skill Point	[XX}Next Skill Point
Next Teamwork Point	[XX}Next Teamwork Point	[XX}Next Teamwork Point
Next Youth Prospect	[XX}Next Youth Prospect	[XX}Next Youth Prospect
Pace Training	[XX}Pace Training	[XX}Pace Training
Passing Training	[XX}Passing Training	[XX}Passing Training
personality_Ego	[XX}Ego	[XX}Ego
personality_Flamboyance	[XX}Flamboyance	[XX}Flamboyance
personality_HighEgo1	[XX}Big-headed	[XX}Big-headed
personality_HighEgo2	[XX}Self-centred	[XX}Self-centred
personality_HighEgo3	[XX}Pretentious	[XX}Pretentious
personality_HighEgo4	[XX}Smug	[XX}Smug
personality_HighEgo5	[XX}Conceited	[XX}Conceited
personality_HighFlamboyance1	[XX}Clown	[XX}Clown
personality_HighFlamboyance2	[XX}Foolish	[XX}Foolish
personality_HighFlamboyance3	[XX}Daft	[XX}Daft
personality_HighFlamboyance4	[XX}Crazy	[XX}Crazy
personality_HighFlamboyance5	[XX}Bonkers	[XX}Bonkers
